MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SaleType,SaleCondition,SalePrice,YearBuilt_Old,YearRemodAdd_Old,GarageYrBlt_Old,YrSold_Old
60,RL,12205,0,Low,Inside,0,ClearCr,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,2,2,CBlock,3,2,4,2,568,1,0,264,832,GasA,3,1,SBrkr,976,1111,0,2087,0,0,2,1,5,1,3,9,Typ,0,Attchd,3,2,444,3,3,Y,133,168,0,0,0,0,WD,Normal,187500,44,3,44.0,3
120,RL,3182,3,Lvl,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,3,2,PConc,4,3,1,6,16,1,0,1129,1145,GasA,4,1,SBrkr,1145,0,0,1145,0,0,2,0,2,1,3,5,Typ,1,Attchd,3,2,397,3,3,Y,100,16,0,0,0,0,WD,Normal,160200,5,4,5.0,1
80,RL,11333,0,Lvl,Corner,0,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,3,5,539,1,0,490,1029,GasA,2,1,SBrkr,1062,0,0,1062,1,0,1,0,3,1,2,5,Typ,2,Attchd,2,2,539,3,3,Y,120,0,0,0,0,0,WD,Normal,146800,34,34,34.0,3
60,RL,9920,0,Lvl,CulDSac,0,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,3,6,862,1,0,255,1117,GasA,4,1,SBrkr,1127,886,0,2013,1,0,2,1,3,1,2,8,Typ,1,Attchd,1,2,455,3,3,Y,180,130,0,0,0,0,WD,Normal,269790,14,13,13.0,3
20,RL,9158,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,3,2,PConc,4,3,3,1,0,1,0,1496,1496,GasA,4,1,SBrkr,1496,0,0,1496,0,0,2,0,3,1,3,7,Typ,0,Attchd,3,2,474,3,3,Y,168,130,0,0,0,0,New,Partial,225000,3,3,3.0,3
60,RL,10832,0,Lvl,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,712,712,GasA,4,1,SBrkr,1086,809,0,1895,0,0,2,1,3,1,3,7,Typ,1,Attchd,3,2,409,3,3,Y,143,46,0,0,0,500,WD,Normal,194500,16,14,16.0,2
60,RL,8400,3,Lvl,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,2,2,CBlock,4,3,1,1,0,1,0,650,650,GasA,2,1,SBrkr,888,676,0,1564,0,0,2,1,3,1,2,7,Typ,1,Attchd,1,2,476,3,3,Y,0,50,0,0,204,0,WD,Normal,171000,30,29,30.0,0
20,RL,8197,3,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,2,2,CBlock,3,3,1,1,0,1,0,660,660,GasA,4,1,SBrkr,1285,0,0,1285,0,0,1,1,3,1,2,7,Typ,1,Attchd,2,2,528,3,3,Y,138,0,0,0,0,0,WD,Normal,143500,33,33,33.0,3
20,RL,7677,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,4,570,1,0,203,773,GasA,3,1,SBrkr,773,0,0,773,0,0,1,0,2,1,2,4,Typ,0,Attchd,1,1,240,3,3,Y,0,0,0,0,0,0,WD,Abnorml,110000,57,57,57.0,2
60,RL,13518,3,Lvl,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,4,2,PConc,5,3,1,1,0,1,0,1926,1926,GasA,4,1,SBrkr,1966,1174,0,3140,0,0,3,1,4,1,4,11,Typ,2,BuiltIn,3,3,820,3,3,Y,144,78,0,0,0,0,New,Partial,485000,2,1,1.0,1
50,RL,7200,3,Lvl,Corner,0,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,2,2,BrkTil,4,3,1,5,569,1,0,162,731,GasA,4,1,SBrkr,981,787,0,1768,1,0,1,1,3,1,3,7,Typ,2,Detchd,1,1,240,3,3,Y,0,0,264,0,0,0,WD,Normal,175000,73,60,71.0,3
60,RL,12798,0,HLS,Inside,1,ClearCr,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,4,6,462,1,0,154,616,GasA,3,1,SBrkr,616,1072,0,1688,1,0,2,1,4,1,3,8,Typ,0,Attchd,2,2,603,3,3,Y,403,114,185,0,0,400,WD,Normal,200000,13,13,13.0,2
30,RM,4800,3,Lvl,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,2,197,1,0,999,1196,GasA,4,1,FuseA,1196,0,0,1196,1,0,1,0,2,1,2,5,Typ,0,Detchd,1,2,440,3,3,Y,0,0,0,0,0,0,WD,Normal,109900,94,20,53.0,3
60,RL,8199,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,2,PConc,4,3,3,6,648,1,0,80,728,GasA,4,1,SBrkr,728,728,0,1456,1,0,2,1,3,1,3,7,Typ,1,Attchd,3,2,410,3,3,Y,36,18,0,0,0,0,WD,Normal,189000,5,5,5.0,2
60,RL,13891,3,Lvl,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,4,2,PConc,5,3,4,1,0,1,0,1734,1734,GasA,4,1,SBrkr,1734,1088,0,2822,0,0,3,1,4,1,4,12,Typ,1,BuiltIn,2,3,1020,3,3,Y,52,170,0,0,192,0,New,Partial,582933,2,1,1.0,1
20,RL,9000,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,2,812,1,0,124,936,GasA,2,1,SBrkr,1128,0,0,1128,0,0,1,0,2,1,2,5,Min1,0,Attchd,1,1,286,3,3,Y,0,0,0,0,0,0,WD,Family,118000,56,56,56.0,4
20,RL,12274,0,Lvl,FR2,0,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,3,2,PConc,4,3,1,1,0,1,0,1417,1417,GasA,4,1,SBrkr,1428,0,0,1428,0,0,2,0,3,1,4,6,Typ,0,Attchd,2,2,554,3,3,Y,0,60,0,0,0,0,New,Partial,227680,2,2,2.0,2
80,RL,9750,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,3,3,3,5,400,3,480,100,980,GasA,3,1,SBrkr,980,0,0,980,0,0,2,0,3,1,2,6,Typ,0,Attchd,3,1,384,3,3,Y,68,0,0,0,0,0,WD,Normal,135500,43,43,43.0,4
70,RL,21384,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,4,6,1309,1,0,15,1324,GasA,4,1,SBrkr,1072,504,0,1576,2,0,1,1,3,1,3,6,Typ,1,Attchd,2,2,528,3,3,Y,0,312,0,0,0,0,WD,Normal,223500,87,6,87.0,1
80,RL,13400,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,2,2,CBlock,3,3,3,5,516,4,128,380,1024,GasA,2,1,SBrkr,1086,0,0,1086,1,0,1,0,3,1,2,6,Typ,1,Attchd,2,2,484,3,3,Y,0,0,0,0,0,0,WD,Normal,159950,44,44,44.0,4
75,RM,8100,3,Lvl,Corner,0,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,Hip,CompShg,AsbShng,AsbShng,None,0.0,2,2,PConc,3,3,1,1,0,1,0,849,849,GasA,2,0,FuseA,1075,1063,0,2138,0,0,2,0,2,3,2,11,Typ,0,Detchd,1,2,360,2,1,N,40,156,0,0,0,0,WD,Normal,106000,112,45,100.0,1
120,RM,4438,3,Lvl,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,3,2,PConc,4,3,4,6,662,1,0,186,848,GasA,4,1,SBrkr,848,0,0,848,1,0,1,0,1,1,3,4,Typ,1,Attchd,3,2,420,3,3,Y,140,0,0,0,0,0,ConLD,Normal,144500,6,6,6.0,2
20,C (all),8712,3,Bnk,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,2,CBlock,3,3,3,1,0,1,0,540,540,GasA,2,0,FuseA,1044,0,0,1044,0,0,1,0,2,1,1,4,Typ,0,Basment,1,2,504,3,3,N,0,0,0,0,0,54,WD,Alloca,55993,58,58,58.0,0
20,RL,9750,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,2,2,CBlock,3,3,1,3,608,1,0,834,1442,GasA,3,1,SBrkr,1442,0,0,1442,0,0,1,1,4,1,2,7,Typ,0,Attchd,2,1,301,3,3,Y,0,0,275,0,0,500,COD,Normal,157900,52,52,52.0,3
50,RL,8248,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Stucco,Stucco,None,0.0,2,2,BrkTil,3,3,1,1,0,1,0,686,686,GasW,3,1,SBrkr,686,564,0,1250,0,1,1,1,3,1,1,7,Typ,0,Detchd,1,1,280,3,3,P,207,0,96,0,0,0,WD,Normal,116000,92,60,55.0,4
20,RL,12137,1,Lvl,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,2,2,PConc,4,3,1,1,0,1,0,1649,1649,GasA,4,1,SBrkr,1661,0,0,1661,0,0,2,0,3,1,3,6,Typ,0,Attchd,2,2,598,3,3,Y,0,34,0,0,0,0,WD,Normal,224900,12,12,12.0,0
20,RL,11425,0,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,1,4,486,1,0,522,1008,GasA,3,1,SBrkr,1008,0,0,1008,0,0,1,0,2,1,2,4,Typ,1,Attchd,2,1,275,3,3,Y,0,0,120,0,0,0,WD,Normal,137000,56,56,56.0,4
20,RL,13265,0,Lvl,CulDSac,0,Mitchel,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,3,2,PConc,4,3,1,6,1218,1,0,350,1568,GasA,4,1,SBrkr,1689,0,0,1689,1,0,2,0,3,1,3,7,Typ,2,Attchd,2,3,857,3,3,Y,150,59,0,0,0,0,WD,Normal,271000,8,8,8.0,2
80,RL,8816,3,Lvl,Inside,0,ClearCr,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,2,2,CBlock,3,3,3,6,504,1,0,506,1010,GasA,3,1,SBrkr,1052,0,0,1052,1,0,1,0,3,1,2,6,Typ,0,Attchd,1,2,440,3,3,Y,0,0,0,0,0,0,WD,Normal,155000,39,39,39.0,0
120,RL,6371,0,Lvl,Inside,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,3,2,PConc,4,3,2,6,733,1,0,625,1358,GasA,4,1,SBrkr,1358,0,0,1358,1,0,2,0,2,1,3,6,Typ,1,Attchd,2,2,484,3,3,Y,192,35,0,0,0,0,New,Partial,224000,1,0,0.0,0
60,RL,7226,0,Lvl,CulDSac,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,798,798,GasA,4,1,SBrkr,798,842,0,1640,0,0,2,1,3,1,3,6,Typ,0,Attchd,2,2,595,3,3,Y,0,45,0,0,0,0,WD,Normal,183000,7,7,7.0,2
20,RM,6000,3,Bnk,Inside,1,OldTown,Norm,Norm,2fmCon,1Story,4,4,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,2,CBlock,2,3,1,1,0,1,0,936,936,GasA,2,0,SBrkr,936,0,0,936,0,0,1,0,2,1,2,4,Min2,0,Detchd,1,2,576,3,3,Y,0,32,112,0,0,0,WD,Normal,93000,57,57,36.0,1
60,RL,12394,0,Lvl,Corner,0,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,4,1,0,1,0,847,847,GasA,4,1,SBrkr,847,886,0,1733,0,0,2,1,3,1,3,7,Typ,1,BuiltIn,3,2,433,3,3,Y,100,48,0,0,0,0,WD,Family,225000,7,7,7.0,3
50,RL,9900,3,Lvl,Inside,0,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,BrkTil,3,3,1,1,0,1,0,778,778,GasA,2,1,SBrkr,944,545,0,1489,0,0,2,0,3,1,2,7,Typ,1,Detchd,1,1,240,3,3,Y,335,0,0,0,0,0,WD,Normal,139500,70,60,70.0,1
20,FV,11216,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,4,1,1,0,1,0,1489,1489,GasA,4,1,SBrkr,1489,0,0,1489,0,0,2,0,3,1,3,7,Typ,1,Attchd,2,2,776,3,3,Y,0,140,0,0,0,0,New,Partial,232600,4,4,4.0,4
20,RL,14803,3,Lvl,Inside,0,NridgHt,PosN,PosN,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,4,2,PConc,5,3,3,6,1636,1,0,442,2078,GasA,4,1,SBrkr,2084,0,0,2084,1,0,2,0,2,1,4,7,Typ,1,Attchd,3,3,1220,3,3,Y,188,45,0,0,0,0,New,Partial,385000,3,2,3.0,2
45,RM,6130,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,5,784,1,0,0,784,GasA,3,1,SBrkr,784,0,0,784,1,0,1,0,2,1,3,5,Typ,0,Attchd,1,0,0,3,3,Y,0,0,116,0,0,0,WD,Normal,109500,86,60,-1.0,2
20,RL,8529,0,Lvl,Inside,0,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,20,1,0,1434,1454,GasA,4,1,SBrkr,1434,0,0,1434,0,0,2,0,3,1,3,6,Typ,1,Attchd,2,2,527,3,3,Y,290,39,0,0,0,0,WD,Normal,189000,9,9,9.0,1
60,RL,28698,1,Low,CulDSac,2,ClearCr,Norm,Norm,1Fam,2Story,5,5,Flat,Tar&Grv,Plywood,Plywood,None,0.0,2,2,PConc,3,4,4,2,249,5,764,0,1013,GasA,2,1,SBrkr,1160,966,0,2126,0,1,2,1,3,1,2,7,Min2,0,Attchd,3,2,538,3,3,Y,486,0,0,0,225,0,WD,Abnorml,185000,43,43,43.0,1
160,FV,2544,3,Lvl,Inside,0,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,600,600,GasA,4,1,SBrkr,520,623,80,1223,0,0,2,1,2,1,3,4,Typ,0,Detchd,2,2,480,3,3,Y,0,166,0,0,0,0,WD,Normal,147400,5,5,5.0,4
20,RL,11900,0,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,2,2,CBlock,3,3,1,3,1040,1,0,352,1392,GasA,2,1,FuseA,1392,0,0,1392,1,0,1,1,3,1,2,6,Typ,2,Attchd,2,2,458,3,3,Y,0,0,0,0,192,0,WD,Normal,166000,53,53,53.0,2
160,FV,3180,3,Lvl,Inside,0,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,4,3,1,1,0,1,0,600,600,GasA,4,1,SBrkr,520,600,80,1200,0,0,2,1,2,1,3,4,Typ,0,Detchd,2,2,480,3,3,Y,0,166,0,0,0,0,WD,Normal,151000,5,5,5.0,4
60,RL,9548,0,Lvl,CulDSac,0,CollgCr,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,3,2,PConc,4,3,1,6,483,1,0,458,941,GasA,4,1,SBrkr,941,888,0,1829,1,0,2,1,3,1,3,7,Typ,1,Attchd,2,2,613,3,3,Y,192,39,0,0,0,0,WD,Normal,237000,7,7,7.0,0
20,RL,10004,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,2,2,CBlock,3,3,1,3,196,4,345,975,1516,GasA,2,1,SBrkr,1516,0,0,1516,0,0,1,1,3,1,2,6,Typ,0,Attchd,2,2,472,3,3,Y,0,0,0,0,152,0,WD,Normal,167000,46,46,46.0,1
20,RL,7875,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,2,2,CBlock,3,3,1,3,572,1,0,572,1144,GasA,3,1,SBrkr,1144,0,0,1144,1,0,1,0,3,1,2,6,Typ,0,Attchd,1,2,456,3,3,Y,0,0,0,0,0,0,WD,Normal,139950,49,49,49.0,2
20,RL,9600,3,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,HdBoard,None,0.0,2,2,CBlock,4,3,1,4,442,1,0,625,1067,GasA,2,1,SBrkr,1067,0,0,1067,0,0,2,0,2,1,3,4,Min2,0,Attchd,1,2,436,3,3,Y,290,0,0,0,0,0,WD,Normal,128000,60,15,14.0,0
30,RM,8100,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,BrkTil,3,3,1,3,338,1,0,1221,1559,GasA,3,1,SBrkr,1559,0,0,1559,1,0,1,0,2,1,2,5,Min2,0,Detchd,1,2,812,3,3,Y,0,116,230,0,0,0,COD,Normal,153500,62,37,62.0,3
160,RM,1680,3,Lvl,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,2,2,CBlock,3,3,1,4,330,1,0,153,483,GasA,2,1,SBrkr,483,504,0,987,1,0,1,1,2,1,2,5,Typ,0,Detchd,1,1,264,3,3,Y,0,0,0,0,0,0,WD,Normal,100000,37,37,37.0,2
20,RL,9525,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0,1,0,1099,1099,GasA,4,1,SBrkr,1099,0,0,1099,0,0,1,1,3,1,3,6,Typ,0,Attchd,1,1,352,3,3,Y,278,0,0,0,0,0,WD,Normal,144000,15,4,11.0,2
50,RL,11767,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,4,352,1,0,416,768,GasA,4,1,SBrkr,768,432,0,1200,0,0,1,0,3,1,2,6,Typ,0,Detchd,1,1,240,3,3,Y,0,0,0,0,0,0,WD,Normal,130500,64,15,64.0,2
70,RH,12155,0,Lvl,Inside,0,SWISU,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,4,156,1,0,516,672,GasA,2,0,SBrkr,810,672,0,1482,0,0,2,0,4,1,1,7,Typ,0,Detchd,1,1,400,3,3,P,0,0,254,0,0,0,WD,Normal,140000,85,60,76.0,2
70,RM,10440,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,3,3,1,1,0,1,0,650,650,GasA,3,1,SBrkr,958,581,0,1539,0,0,2,0,3,1,3,8,Typ,1,Detchd,1,2,686,4,3,P,70,78,68,0,0,0,WD,Normal,157500,106,8,27.0,2
80,RL,9020,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,2,2,CBlock,3,3,4,3,312,5,539,276,1127,GasA,2,1,SBrkr,1165,0,0,1165,1,0,1,1,3,1,2,6,Typ,0,Attchd,2,2,490,4,4,Y,0,129,0,0,0,0,WD,Normal,174900,44,44,44.0,2
90,RL,8000,3,Lvl,Corner,0,NAmes,Artery,Norm,Duplex,1Story,5,4,Gable,CompShg,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,1,1,0,1,0,1800,1800,GasA,4,0,SBrkr,1800,0,0,1800,0,0,2,0,6,2,2,10,Typ,0,Attchd,1,0,0,3,3,Y,0,0,0,0,0,0,WD,Normal,141000,49,49,-1.0,3
50,RM,12665,0,Lvl,Inside,0,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,2,1,0,1,0,876,876,GasA,3,1,SBrkr,876,540,0,1416,0,0,1,1,4,1,2,7,Typ,1,Detchd,1,3,720,3,3,Y,418,0,194,0,0,0,WD,Normal,153900,95,60,61.0,2
85,RL,16647,0,Lvl,CulDSac,0,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,3,4,5,1390,1,0,0,1390,GasA,2,1,SBrkr,1701,0,0,1701,1,0,2,0,3,1,2,6,Min2,2,Basment,3,2,611,3,3,Y,0,0,0,0,0,0,WD,Normal,171000,35,29,35.0,3
60,RL,9317,3,Lvl,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,3,2,PConc,4,3,1,5,513,1,0,227,740,GasA,4,1,SBrkr,1006,769,0,1775,1,0,2,1,3,1,3,7,Typ,1,Attchd,1,2,425,3,3,Y,234,72,192,0,0,0,WD,Normal,213000,17,17,17.0,1
20,RL,15523,0,Lvl,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,3,4,460,1,0,404,864,GasA,4,1,SBrkr,864,0,0,864,1,0,1,0,3,1,2,5,Typ,1,Attchd,1,1,338,3,3,Y,0,0,0,0,0,0,WD,Normal,133500,38,38,38.0,1
50,RL,45600,1,Bnk,Inside,0,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0,1,0,907,907,GasA,2,1,SBrkr,1307,1051,0,2358,0,0,3,0,5,1,2,10,Typ,1,Detchd,1,2,360,2,3,Y,486,40,0,0,175,0,WD,Normal,240000,102,13,102.0,2
80,RL,9600,3,Lvl,FR2,0,Veenker,Feedr,Norm,1Fam,SLvl,6,7,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,3,3,CBlock,3,3,1,1,0,1,0,528,528,GasA,4,1,SBrkr,1094,761,0,1855,0,0,2,1,3,1,2,7,Typ,1,Attchd,2,2,512,3,3,Y,113,100,0,0,0,0,WD,Normal,187000,34,16,34.0,3
120,RM,4435,3,Lvl,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,3,2,PConc,4,3,3,6,659,1,0,189,848,GasA,4,1,SBrkr,848,0,0,848,1,0,1,0,1,1,3,3,Typ,0,Attchd,3,2,420,3,3,Y,140,0,0,0,0,0,WD,Normal,131500,7,7,7.0,3
120,RL,3196,3,Lvl,Inside,0,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,3,2,PConc,4,3,4,1,0,1,0,1273,1273,GasA,4,1,SBrkr,1456,0,0,1456,0,0,2,0,2,1,3,7,Typ,1,Attchd,3,2,400,3,3,Y,143,20,0,0,0,0,WD,Normal,215000,7,7,7.0,4
75,RL,7128,3,Lvl,Inside,0,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,3,364,1,0,554,918,GasA,3,1,SBrkr,918,728,0,1646,0,0,2,0,4,1,2,7,Typ,2,Detchd,1,1,240,3,3,Y,0,0,0,0,126,0,WD,Normal,164000,69,60,69.0,3
80,RL,12095,0,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,MetalSd,HdBoard,BrkFace,115.0,2,3,CBlock,3,3,4,3,564,1,0,563,1127,GasA,2,1,SBrkr,1445,0,0,1445,0,0,1,1,3,1,2,7,Typ,1,Attchd,2,2,645,3,3,Y,180,0,0,0,0,0,WD,Normal,158000,46,46,46.0,1
20,RL,17920,3,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,Wd Sdng,Plywood,None,0.0,2,2,CBlock,3,3,2,5,306,3,1085,372,1763,GasA,2,1,SBrkr,1779,0,0,1779,1,0,1,1,3,1,2,6,Typ,1,Attchd,1,2,454,3,3,Y,0,418,0,0,312,0,WD,Abnorml,170000,55,36,55.0,4
20,RL,6897,0,Lvl,Corner,0,Sawyer,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,3,CBlock,3,3,1,5,659,1,0,381,1040,GasA,4,1,SBrkr,1040,0,0,1040,1,0,1,1,3,1,2,6,Typ,0,Detchd,1,1,260,3,3,Y,0,104,0,0,0,0,WD,Normal,127000,48,0,48.0,0
80,RL,10970,0,Low,Inside,1,CollgCr,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,HdBoard,None,0.0,2,2,CBlock,4,4,4,6,505,2,435,0,940,GasA,2,1,SBrkr,1026,0,0,1026,1,0,1,0,3,1,2,5,Typ,0,Detchd,1,2,576,3,2,Y,0,0,34,0,0,0,WD,Normal,147000,32,32,29.0,2
